FECHA CONEXI�N;AREA;NOMBRE ZONA;COMUNA;MODEL;N�MERO CONEXIONES;USAGE (kB);PORCENTAJE USO
13-nov-25;URBANA;018_ZW Parque Las Banderas;19;MR76;69;990259;0,26914766
13-nov-25;URBANA;019_ZW Parque Skate Board;15;MR76;75;9066104;246,412,374
13-nov-25;URBANA;019_ZW Parque Skate Board;15;MR76;66;7336070;199,390,876
13-nov-25;URBANA;020_ZW Parque Petecuy1;6;MR76;16;2707712;0,73594318
13-nov-25;URBANA;021_ZW Parque Alfonso Barberena;12;MR76;124;3817480;103,757,282
13-nov-25;URBANA;021_ZW Parque Alfonso Barberena;12;MR76;109;6149168;167,131,447
13-nov-25;URBANA;022_ZW Polideportivo Los Farallones;18;MR76;26;2342050;0,636558
13-nov-25;URBANA;023_ZW Parque Los Guerreros;21;MR76;49;841392;0,22868632
13-nov-25;URBANA;025_ZW Parque San Marino;7;MR76;38;6052221;164,496,474
13-nov-25;URBANA;026_ZW Parque La Flora;2;MR76;44;3011874;0,81861296
13-nov-25;URBANA;026_ZW Parque La Flora;2;MR76;41;1818203;0,49417889
13-nov-25;URBANA;027_ZW Parque Alfonso Bonilla Arag�n;14;MR76;38;981650;0,26680778
13-nov-25;URBANA;027_ZW Parque Alfonso Bonilla Arag�n;14;MR76;31;868066;0,23593619
13-nov-25;URBANA;028_ZW Parque Yo Amo a Silo�;20;MR76;39;21634583;588,017,626
13-nov-25;URBANA;030_ZW Parque Mutis;1;MR76;72;4295931;116,761,351
13-nov-25;URBANA;031_ZW Cancha Los Azules;21;MR76;31;7509208;204,096,685
13-nov-25;URBANA;032_ZW Parque La Orqueta;20;MR76;122;27558221;749,019,276
13-nov-25;URBANA;034_ZW Parque Villa Colombia;8;MR76;31;7498247;20,379,877
13-nov-25;URBANA;035_ZW Parque Colseguros;10;MR76;78;3669355;0,99731315
13-nov-25;URBANA;035_ZW Parque Colseguros;10;MR76;86;12832068;348,769,475
13-nov-25;URBANA;036_ZW Parque India Elena;10;MR76;99;13955601;379,306,565
13-nov-25;URBANA;036_ZW Parque India Elena;10;MR76;108;9107742;247,544,075
13-nov-25;URBANA;038_ZW Parque Sector Amarillo Skate Park;21;MR76;31;14193300;385,767,111
13-nov-25;URBANA;039_ZW Biblioteca Daniel Guillard;13;MR76;85;10252851;27,866,759
13-nov-25;URBANA;039_ZW Biblioteca Daniel Guillard;13;MR76;75;9404371;255,606,309
13-nov-25;URBANA;042_ZW Parque Mariano Ramos;16;MR76;47;2540921;0,69061018
13-nov-25;URBANA;043_ZW Polideportivo Ricardo Balcazar;13;MR76;89;10900638;296,274,131
13-nov-25;URBANA;044_ZW Polideportivo San Benito;11;MR76;40;2502538;0,68017787
13-nov-25;URBANA;045_ZW Parque Santa Anita;17;MR76;37;4841219;131,582,019
13-nov-25;URBANA;046_ZW Sebastian Belalcazar;2;MR76;21;1182895;0,32150521
13-nov-25;URBANA;047_ZW Parque del Mico;11;MR76;17;2940537;0,7992239
13-nov-25;URBANA;049_ZW Cerro de las Tres Cruces;1;MR76;54;7143947;194,169,065
13-nov-25;URBANA;050_ZW Parque Calima;4;MR76;55;2661626;0,72341723
13-nov-25;URBANA;051_ZW Parque La Merced;2;MR76;24;802830;0,21820536
13-nov-25;URBANA;052_ZW Puente de Colores;13;MR74;56;969717;0,26356445
13-nov-25;URBANA;052_ZW Puente de Colores;13;MR76;67;7259888;197,320,286
13-nov-25;URBANA;053_ZW Polideportivo Laureano Gomez;15;MR76;78;16908067;45,955,318
13-nov-25;URBANA;053_ZW Polideportivo Laureano Gomez;15;MR76;75;2686670;0,73022407
13-nov-25;URBANA;054_ZW El Diamante;13;MR76;42;1819830;0,4946211
13-nov-25;URBANA;054_ZW El Diamante;13;MR76;23;1394315;0,37896815
13-nov-25;URBANA;055_ZW Polideportivo Petecuy;6;MR76;64;3018739;0,82047883
13-nov-25;URBANA;055_ZW Polideportivo Petecuy;6;MR76;66;9240885;251,162,838
13-nov-25;URBANA;056_ZW Comuna 16;16;MR76;39;621803;0,16900308
13-nov-25;URBANA;056_ZW Comuna 16;16;MR76;39;1128543;0,30673259
13-nov-25;RURAL;057_La Castilla;RURAL;MR76;22;503147;0,98467092
13-nov-25;RURAL;057_La Castilla;RURAL;MR76;19;415918;0,81396165
13-nov-25;RURAL;059_El Saladito;RURAL;MR76;130;3911027;765,397,501
13-nov-25;RURAL;060_Felidia;RURAL;MR76;136;4557421;891,898,379
13-nov-25;RURAL;060_Felidia;RURAL;MR76;106;5685845;11,127,337
13-nov-25;RURAL;061_La Leonera;RURAL;MR76;46;3259369;637,866,444
13-nov-25;RURAL;061_La Leonera;RURAL;MR76;26;1148460;224,756,417
13-nov-25;RURAL;062_Pichinde;RURAL;MR76;17;142072;0,27803836
13-nov-25;RURAL;062_Pichinde;RURAL;MR76;130;25308410;495,291,742
13-nov-25;RURAL;063_Los Andes;RURAL;MR76;14;2817501;551,391,801
13-nov-25;RURAL;063_Los Andes;RURAL;MR76;59;2804795;548,905,206
13-nov-25;RURAL;063_Los Andes;RURAL;MR76;53;544020;106,466,038
14-nov-25;RURAL;057_La Castilla;RURAL;MR76;12;588199;0,91314918
14-nov-25;RURAL;057_La Castilla;RURAL;MR76;11;140445;0,21803376
14-nov-25;RURAL;059_El Saladito;RURAL;MR76;120;12969723;201,348,386
14-nov-25;RURAL;060_Felidia;RURAL;MR76;128;3160188;490,603,195
14-nov-25;RURAL;060_Felidia;RURAL;MR76;107;2031202;315,333,831
14-nov-25;RURAL;061_La Leonera;RURAL;MR76;59;3170506;492,205,012
14-nov-25;RURAL;061_La Leonera;RURAL;MR76;15;22579;0,03505275
14-nov-25;RURAL;062_Pichinde;RURAL;MR76;15;1954;0,00303349
14-nov-25;RURAL;062_Pichinde;RURAL;MR76;157;28425158;441,286,193
14-nov-25;RURAL;063_Los Andes;RURAL;MR76;7;1844485;286,346,962
14-nov-25;RURAL;063_Los Andes;RURAL;MR76;46;3476060;539,640,724
14-nov-25;RURAL;063_Los Andes;RURAL;MR76;50;8583839;133,259,757
14-nov-25;URBANA;001_ZW Parque Ingenio;17;MR76;16;1972477;0,56951006
14-nov-25;URBANA;001_ZW Parque Ingenio;17;MR76;20;672973;0,19430639
14-nov-25;URBANA;002_ZW Canchas Panamericanas;19;MR76;84;4284478;123,705,032
14-nov-25;URBANA;003_ZW Parque del Perro;19;MR76;72;1949504;0,5628771
14-nov-25;URBANA;003_ZW Parque del Perro;19;MR76;69;1547923;0,44692928
14-nov-25;URBANA;004_ZW Parque San Nicolas;3;MR76;87;3681041;106,282,095
14-nov-25;URBANA;004_ZW Parque San Nicolas;3;MR76;109;4745067;137,003,543
14-nov-25;URBANA;005_ZW Parque Barrio Obrero;9;MR76;209;7718870;222,865,671
14-nov-25;URBANA;005_ZW Parque Barrio Obrero;9;MR76;182;7733968;223,301,593
14-nov-25;URBANA;006_ZW Parque Vallado;15;MR76;63;439459;0,12688428
14-nov-25;URBANA;006_ZW Parque Vallado;15;MR76;116;131086;0,03784825
14-nov-25;URBANA;008_ZW Parque Alfonso Lopez;7;MR76;61;10596649;305,955,313
14-nov-25;URBANA;009_ZW Polideportivo Los Almendros;5;MR76;20;228758;0,06604892
14-nov-25;URBANA;009_ZW Polideportivo Los Almendros;5;MR76;22;104996;0,03031532
14-nov-25;URBANA;012_ZW Polideportivo Los Naranjos;14;MR76;23;2645277;0,7637665
14-nov-25;URBANA;013_ZW Parque Llano Verde;15;MR76;22;581349;0,16785195
14-nov-25;URBANA;014_ZW Centro Cultural Alto Jordan;18;MR76;38;10621941;306,685,565
14-nov-25;URBANA;015_ZW Centro Cultural Comuna 13;13;MR76;34;2001452;0,57787596
14-nov-25;URBANA;016_ZW Conjunto Habitacional Ramali;6;MR76;63;22160158;639,826,617
14-nov-25;URBANA;018_ZW Parque Las Banderas;19;MR76;73;1060064;0,30607054
14-nov-25;URBANA;019_ZW Parque Skate Board;15;MR76;78;10666427;307,970,002
14-nov-25;URBANA;019_ZW Parque Skate Board;15;MR76;82;6485390;187,251,604
14-nov-25;URBANA;020_ZW Parque Petecuy1;6;MR76;20;4480266;129,357,987
14-nov-25;URBANA;021_ZW Parque Alfonso Barberena;12;MR76;120;3804920;109,858,833
14-nov-25;URBANA;021_ZW Parque Alfonso Barberena;12;MR76;87;2669557;0,77077683
14-nov-25;URBANA;022_ZW Polideportivo Los Farallones;18;MR76;22;685157;0,19782426
14-nov-25;URBANA;023_ZW Parque Los Guerreros;21;MR76;70;1630801;0,4708585
14-nov-25;URBANA;025_ZW Parque San Marino;7;MR76;43;12173823;3,514,928
14-nov-25;URBANA;026_ZW Parque La Flora;2;MR76;41;3030974;0,87512816
14-nov-25;URBANA;026_ZW Parque La Flora;2;MR76;37;1544876;0,44604952
14-nov-25;URBANA;027_ZW Parque Alfonso Bonilla Arag�n;14;MR76;36;1614679;0,46620363
14-nov-25;URBANA;027_ZW Parque Alfonso Bonilla Arag�n;14;MR76;18;188117;0,05431471
14-nov-25;URBANA;028_ZW Parque Yo Amo a Silo�;20;MR76;38;28707881;828,877,952
14-nov-25;URBANA;030_ZW Parque Mutis;1;MR76;91;6352615;183,418,014
14-nov-25;URBANA;031_ZW Cancha Los Azules;21;MR76;30;12693591;366,499,976
14-nov-25;URBANA;032_ZW Parque La Orqueta;20;MR76;141;21752051;62,804,341
14-nov-25;URBANA;034_ZW Parque Villa Colombia;8;MR76;9;942467;0,27211696
14-nov-25;URBANA;035_ZW Parque Colseguros;10;MR76;82;9915469;286,287,714
14-nov-25;URBANA;035_ZW Parque Colseguros;10;MR76;81;6893688;199,040,326
14-nov-25;URBANA;036_ZW Parque India Elena;10;MR76;119;5360448;154,771,338
14-nov-25;URBANA;036_ZW Parque India Elena;10;MR76;126;5126543;148,017,837
14-nov-25;URBANA;038_ZW Parque Sector Amarillo Skate Park;21;MR76;32;7963882;229,939,862
14-nov-25;URBANA;039_ZW Biblioteca Daniel Guillard;13;MR76;77;10206431;294,688,612
14-nov-25;URBANA;039_ZW Biblioteca Daniel Guillard;13;MR76;69;4550621;131,389,336
14-nov-25;URBANA;042_ZW Parque Mariano Ramos;16;MR76;65;3177709;0,91749472
14-nov-25;URBANA;043_ZW Polideportivo Ricardo Balcazar;13;MR76;85;12173962;351,496,813
14-nov-25;URBANA;044_ZW Polideportivo San Benito;11;MR76;34;2366193;0,68318703
14-nov-25;URBANA;045_ZW Parque Santa Anita;17;MR76;37;11550882;333,506,726
14-nov-25;URBANA;046_ZW Sebastian Belalcazar;2;MR76;19;1891063;0,54600353
14-nov-25;URBANA;047_ZW Parque del Mico;11;MR76;26;13252497;382,637,178
14-nov-25;URBANA;049_ZW Cerro de las Tres Cruces;1;MR76;19;997022;0,28786853
14-nov-25;URBANA;050_ZW Parque Calima;4;MR76;65;1951075;0,56333069
14-nov-25;URBANA;051_ZW Parque La Merced;2;MR76;20;2287219;0,660385
14-nov-25;URBANA;052_ZW Puente de Colores;13;MR74;55;1676513;0,48405686
14-nov-25;URBANA;052_ZW Puente de Colores;13;MR76;71;12850867;37,104,098
14-nov-25;URBANA;053_ZW Polideportivo Laureano Gomez;15;MR76;92;8901616;257,014,902
14-nov-25;URBANA;053_ZW Polideportivo Laureano Gomez;15;MR76;80;1524450;0,44015195
14-nov-25;URBANA;054_ZW El Diamante;13;MR76;61;1268612;0,36628427
14-nov-25;URBANA;054_ZW El Diamante;13;MR76;41;1720085;0,49663733
14-nov-25;URBANA;055_ZW Polideportivo Petecuy;6;MR76;87;4807289;138,800,069
14-nov-25;URBANA;055_ZW Polideportivo Petecuy;6;MR76;66;9121131;263,352,923
14-nov-25;URBANA;056_ZW Comuna 16;16;MR76;29;31258;0,00902507
14-nov-25;URBANA;056_ZW Comuna 16;16;MR76;38;478691;0,13821167
15-nov-25;URBANA;001_ZW Parque Ingenio;17;MR76;22;2561430;0,83384198
15-nov-25;URBANA;001_ZW Parque Ingenio;17;MR76;36;3630398;118,183,135
15-nov-25;URBANA;002_ZW Canchas Panamericanas;19;MR76;34;718120;0,23377512
15-nov-25;URBANA;003_ZW Parque del Perro;19;MR76;47;1253082;0,40792541
15-nov-25;URBANA;003_ZW Parque del Perro;19;MR76;34;717964;0,23372434
15-nov-25;URBANA;004_ZW Parque San Nicolas;3;MR76;83;4556425;148,328,803
15-nov-25;URBANA;004_ZW Parque San Nicolas;3;MR76;84;5047682;164,321,069
15-nov-25;URBANA;005_ZW Parque Barrio Obrero;9;MR76;219;8967261;291,918,135
15-nov-25;URBANA;005_ZW Parque Barrio Obrero;9;MR76;195;7100747;231,156,071
15-nov-25;URBANA;006_ZW Parque Vallado;15;MR76;61;649166;0,21132799
15-nov-25;URBANA;006_ZW Parque Vallado;15;MR76;77;2602519;0,847218
15-nov-25;URBANA;008_ZW Parque Alfonso Lopez;7;MR76;53;5278165;17,182,416
15-nov-25;URBANA;009_ZW Polideportivo Los Almendros;5;MR76;23;149819;0,04877173
15-nov-25;URBANA;009_ZW Polideportivo Los Almendros;5;MR76;28;442870;0,14417087
15-nov-25;URBANA;012_ZW Polideportivo Los Naranjos;14;MR76;21;2575434;0,83840081
15-nov-25;URBANA;013_ZW Parque Llano Verde;15;MR76;2;275;8,95E-05
15-nov-25;URBANA;014_ZW Centro Cultural Alto Jordan;18;MR76;38;9898070;322,219,476
15-nov-25;URBANA;015_ZW Centro Cultural Comuna 13;13;MR76;36;7370364;239,933,121
15-nov-25;URBANA;016_ZW Conjunto Habitacional Ramali;6;MR76;57;18650324;607,138,323
15-nov-25;URBANA;018_ZW Parque Las Banderas;19;MR76;56;1211890;0,39451586
15-nov-25;URBANA;019_ZW Parque Skate Board;15;MR76;35;878000;0,28582208
15-nov-25;URBANA;019_ZW Parque Skate Board;15;MR76;37;3074592;100,089,555
15-nov-25;URBANA;020_ZW Parque Petecuy1;6;MR76;17;1276243;0,41546519
15-nov-25;URBANA;021_ZW Parque Alfonso Barberena;12;MR76;101;3241724;105,530,331
15-nov-25;URBANA;021_ZW Parque Alfonso Barberena;12;MR76;99;8970195;292,013,648
15-nov-25;URBANA;022_ZW Polideportivo Los Farallones;18;MR76;19;2334963;0,76011844
15-nov-25;URBANA;023_ZW Parque Los Guerreros;21;MR76;57;1384669;0,45076194
15-nov-25;URBANA;025_ZW Parque San Marino;7;MR76;30;4200058;136,727,714
15-nov-25;URBANA;026_ZW Parque La Flora;2;MR76;46;3893501;126,748,129
15-nov-25;URBANA;026_ZW Parque La Flora;2;MR76;38;292184;0,0951169
15-nov-25;URBANA;027_ZW Parque Alfonso Bonilla Arag�n;14;MR76;36;1924432;0,62647513
15-nov-25;URBANA;027_ZW Parque Alfonso Bonilla Arag�n;14;MR76;22;537687;0,17503738
15-nov-25;URBANA;028_ZW Parque Yo Amo a Silo�;20;MR76;34;34096333;110,996,412
15-nov-25;URBANA;030_ZW Parque Mutis;1;MR76;51;8718910;283,833,375
15-nov-25;URBANA;031_ZW Cancha Los Azules;21;MR76;28;8823975;287,253,636
15-nov-25;URBANA;032_ZW Parque La Orqueta;20;MR76;64;15074619;490,735,652
15-nov-25;URBANA;034_ZW Parque Villa Colombia;8;MR76;10;987608;0,32150362
15-nov-25;URBANA;035_ZW Parque Colseguros;10;MR76;61;7066509;230,041,496
15-nov-25;URBANA;035_ZW Parque Colseguros;10;MR76;70;2852719;0,92866753
15-nov-25;URBANA;036_ZW Parque India Elena;10;MR76;88;17598078;572,883,751
15-nov-25;URBANA;036_ZW Parque India Elena;10;MR76;127;9357031;304,606,618
15-nov-25;URBANA;038_ZW Parque Sector Amarillo Skate Park;21;MR76;6;2609556;0,84950881
15-nov-25;URBANA;039_ZW Biblioteca Daniel Guillard;13;MR76;66;5576011;181,520,169
15-nov-25;URBANA;039_ZW Biblioteca Daniel Guillard;13;MR76;58;6808927;221,656,231
15-nov-25;URBANA;042_ZW Parque Mariano Ramos;16;MR76;34;3052907;0,99383627
15-nov-25;URBANA;043_ZW Polideportivo Ricardo Balcazar;13;MR76;36;2801319;0,91193489
15-nov-25;URBANA;044_ZW Polideportivo San Benito;11;MR76;25;2307448;0,75116127
15-nov-25;URBANA;045_ZW Parque Santa Anita;17;MR76;22;2412588;0,7853883
15-nov-25;URBANA;046_ZW Sebastian Belalcazar;2;MR76;18;1710880;0,55695591
15-nov-25;URBANA;047_ZW Parque del Mico;11;MR76;20;12607245;410,413,331
15-nov-25;URBANA;049_ZW Cerro de las Tres Cruces;1;MR76;37;6289019;204,731,266
15-nov-25;URBANA;050_ZW Parque Calima;4;MR76;30;1149320;0,37414697
15-nov-25;URBANA;051_ZW Parque La Merced;2;MR76;17;1627952;0,52995972
15-nov-25;URBANA;052_ZW Puente de Colores;13;MR74;30;3196596;104,061,245
15-nov-25;URBANA;052_ZW Puente de Colores;13;MR76;44;7617534;247,979,436
15-nov-25;URBANA;053_ZW Polideportivo Laureano Gomez;15;MR76;74;4135734;134,633,726
15-nov-25;URBANA;053_ZW Polideportivo Laureano Gomez;15;MR76;57;1341854;0,43682404
15-nov-25;URBANA;054_ZW El Diamante;13;MR76;27;1072079;0,34900211
15-nov-25;URBANA;054_ZW El Diamante;13;MR76;14;1091120;0,35520067
15-nov-25;URBANA;055_ZW Polideportivo Petecuy;6;MR76;65;5462150;177,813,565
15-nov-25;URBANA;055_ZW Polideportivo Petecuy;6;MR76;47;13956914;454,350,142
15-nov-25;URBANA;056_ZW Comuna 16;16;MR76;21;14911;0,00485409
15-nov-25;URBANA;056_ZW Comuna 16;16;MR76;18;351080;0,11428977
15-nov-25;RURAL;057_La Castilla;RURAL;MR76;10;45100;0,13360133
15-nov-25;RURAL;057_La Castilla;RURAL;MR76;5;35432;0,10496147
15-nov-25;RURAL;059_El Saladito;RURAL;MR76;22;146402;0,43369185
15-nov-25;RURAL;060_Felidia;RURAL;MR76;168;3806320;112,755,971
15-nov-25;RURAL;060_Felidia;RURAL;MR76;128;5527900;163,754,948
15-nov-25;RURAL;061_La Leonera;RURAL;MR76;37;4723034;139,912,116
15-nov-25;RURAL;061_La Leonera;RURAL;MR76;21;1066869;316,042,398
15-nov-25;RURAL;062_Pichinde;RURAL;MR76;13;9628;0,02852137
15-nov-25;RURAL;062_Pichinde;RURAL;MR76;50;6403025;189,679,087
15-nov-25;RURAL;063_Los Andes;RURAL;MR76;8;822291;243,590,187
15-nov-25;RURAL;063_Los Andes;RURAL;MR76;59;5475390;162,199,425
15-nov-25;RURAL;063_Los Andes;RURAL;MR76;39;5695757;168,727,435
16-nov-25;RURAL;057_La Castilla;RURAL;MR76;29;538080;141,986,577
16-nov-25;RURAL;057_La Castilla;RURAL;MR76;19;167778;0,44272643
16-nov-25;RURAL;059_El Saladito;RURAL;MR76;21;194916;0,51433719
16-nov-25;RURAL;060_Felidia;RURAL;MR76;190;7689871;202,917,496
16-nov-25;RURAL;060_Felidia;RURAL;MR76;163;8979370;236,944,323
16-nov-25;RURAL;061_La Leonera;RURAL;MR76;50;7049918;186,030,651
16-nov-25;RURAL;061_La Leonera;RURAL;MR76;21;333863;0,88098544
16-nov-25;RURAL;062_Pichinde;RURAL;MR76;17;575980;15,198,749
16-nov-25;RURAL;062_Pichinde;RURAL;MR76;41;3314124;874,518,887
16-nov-25;RURAL;063_Los Andes;RURAL;MR76;8;1047840;276,500,177
16-nov-25;RURAL;063_Los Andes;RURAL;MR76;52;1985965;524,049,161
16-nov-25;RURAL;063_Los Andes;RURAL;MR76;43;6018835;158,822,811
16-nov-25;URBANA;001_ZW Parque Ingenio;17;MR76;58;5887100;168,603,203
16-nov-25;URBANA;001_ZW Parque Ingenio;17;MR76;72;4352268;124,646,485
16-nov-25;URBANA;002_ZW Canchas Panamericanas;19;MR76;14;92931;0,02661491
16-nov-25;URBANA;003_ZW Parque del Perro;19;MR76;55;1827618;0,52341942
16-nov-25;URBANA;003_ZW Parque del Perro;19;MR76;57;4705741;134,769,751
16-nov-25;URBANA;004_ZW Parque San Nicolas;3;MR76;41;2787932;0,7984479
16-nov-25;URBANA;004_ZW Parque San Nicolas;3;MR76;47;4536886;12,993,384
16-nov-25;URBANA;005_ZW Parque Barrio Obrero;9;MR76;216;12454377;356,686,288
16-nov-25;URBANA;005_ZW Parque Barrio Obrero;9;MR76;187;15825492;453,233,109
16-nov-25;URBANA;006_ZW Parque Vallado;15;MR76;108;3956998;113,326,177
16-nov-25;URBANA;006_ZW Parque Vallado;15;MR76;128;2245709;0,64315831
16-nov-25;URBANA;008_ZW Parque Alfonso Lopez;7;MR76;36;5385331;154,232,823
16-nov-25;URBANA;009_ZW Polideportivo Los Almendros;5;MR76;18;13506;0,00386804
16-nov-25;URBANA;009_ZW Polideportivo Los Almendros;5;MR76;20;11257;0,00322394
16-nov-25;URBANA;012_ZW Polideportivo Los Naranjos;14;MR76;36;5455673;156,247,378
16-nov-25;URBANA;013_ZW Parque Llano Verde;15;MR76;27;329941;0,09449323
16-nov-25;URBANA;014_ZW Centro Cultural Alto Jordan;18;MR76;39;9763607;279,624,163
16-nov-25;URBANA;015_ZW Centro Cultural Comuna 13;13;MR76;51;10572054;302,777,626
16-nov-25;URBANA;016_ZW Conjunto Habitacional Ramali;6;MR76;63;4327732;123,943,788
16-nov-25;URBANA;018_ZW Parque Las Banderas;19;MR76;82;3272891;0,93733741
16-nov-25;URBANA;020_ZW Parque Petecuy1;6;MR76;15;860065;0,24631773
16-nov-25;URBANA;021_ZW Parque Alfonso Barberena;12;MR76;144;10130169;29,012,229
16-nov-25;URBANA;021_ZW Parque Alfonso Barberena;12;MR76;128;8018518;229,645,804
16-nov-25;URBANA;022_ZW Polideportivo Los Farallones;18;MR76;10;379769;0,10876369
16-nov-25;URBANA;023_ZW Parque Los Guerreros;21;MR76;53;571671;0,16372333
16-nov-25;URBANA;025_ZW Parque San Marino;7;MR76;43;9127853;261,416,529
16-nov-25;URBANA;026_ZW Parque La Flora;2;MR76;40;8483038;242,949,393
16-nov-25;URBANA;026_ZW Parque La Flora;2;MR76;30;3438685;0,98481987
16-nov-25;URBANA;027_ZW Parque Alfonso Bonilla Arag�n;14;MR76;36;1467209;0,42020033
16-nov-25;URBANA;027_ZW Parque Alfonso Bonilla Arag�n;14;MR76;32;2118094;0,6066101
16-nov-25;URBANA;028_ZW Parque Yo Amo a Silo�;20;MR76;20;12359808;353,977,886
16-nov-25;URBANA;030_ZW Parque Mutis;1;MR76;87;10954922;313,742,748
16-nov-25;URBANA;031_ZW Cancha Los Azules;21;MR76;29;11223814;321,443,662
16-nov-25;URBANA;032_ZW Parque La Orqueta;20;MR76;25;10909652;312,446,241
16-nov-25;URBANA;034_ZW Parque Villa Colombia;8;MR76;22;1136309;0,32543245
16-nov-25;URBANA;035_ZW Parque Colseguros;10;MR76;90;21166153;606,186,608
16-nov-25;URBANA;035_ZW Parque Colseguros;10;MR76;97;9555736;273,670,855
16-nov-25;URBANA;036_ZW Parque India Elena;10;MR76;132;9282065;265,833,073
16-nov-25;URBANA;036_ZW Parque India Elena;10;MR76;156;5801646;166,155,848
16-nov-25;URBANA;039_ZW Biblioteca Daniel Guillard;13;MR76;85;8802998;252,112,866
16-nov-25;URBANA;039_ZW Biblioteca Daniel Guillard;13;MR76;73;12342143;35,347,197
16-nov-25;URBANA;042_ZW Parque Mariano Ramos;16;MR76;46;3996402;114,454,685
16-nov-25;URBANA;043_ZW Polideportivo Ricardo Balcazar;13;MR76;58;6356841;182,056,318
16-nov-25;URBANA;044_ZW Polideportivo San Benito;11;MR76;41;4332752;124,087,558
16-nov-25;URBANA;045_ZW Parque Santa Anita;17;MR76;23;4671266;133,782,407
16-nov-25;URBANA;046_ZW Sebastian Belalcazar;2;MR76;31;1343626;0,38480686
16-nov-25;URBANA;047_ZW Parque del Mico;11;MR76;22;7600631;217,677,758
16-nov-25;URBANA;049_ZW Cerro de las Tres Cruces;1;MR76;40;3952602;113,200,278
16-nov-25;URBANA;050_ZW Parque Calima;4;MR76;24;3218405;0,92173292
16-nov-25;URBANA;051_ZW Parque La Merced;2;MR76;18;2298322;0,65822638
16-nov-25;URBANA;052_ZW Puente de Colores;13;MR74;29;1956476;0,56032362
16-nov-25;URBANA;052_ZW Puente de Colores;13;MR76;44;9618493;27,546,818
16-nov-25;URBANA;053_ZW Polideportivo Laureano Gomez;15;MR76;113;17782710;509,286,721
16-nov-25;URBANA;053_ZW Polideportivo Laureano Gomez;15;MR76;106;4480713;128,325,077
16-nov-25;URBANA;054_ZW El Diamante;13;MR76;28;1140516;0,32663731
16-nov-25;URBANA;054_ZW El Diamante;13;MR76;8;1683187;0,4820552
16-nov-25;URBANA;055_ZW Polideportivo Petecuy;6;MR76;77;3443817;0,98628964
16-nov-25;URBANA;055_ZW Polideportivo Petecuy;6;MR76;71;13909502;398,360,242
16-nov-25;URBANA;056_ZW Comuna 16;16;MR76;15;366275;0,10489908
16-nov-25;URBANA;056_ZW Comuna 16;16;MR76;19;1081034;0,309602
17-nov-25;URBANA;001_ZW Parque Ingenio;17;MR76;81;9049758;236,513,594
17-nov-25;URBANA;001_ZW Parque Ingenio;17;MR76;93;3521371;0,92030319
17-nov-25;URBANA;002_ZW Canchas Panamericanas;19;MR76;33;2268470;0,59286004
17-nov-25;URBANA;003_ZW Parque del Perro;19;MR76;58;1405579;0,36734523
17-nov-25;URBANA;003_ZW Parque del Perro;19;MR76;52;2866398;0,74912732
17-nov-25;URBANA;004_ZW Parque San Nicolas;3;MR76;44;10049318;262,636,893
17-nov-25;URBANA;004_ZW Parque San Nicolas;3;MR76;55;6503873;169,977,405
17-nov-25;URBANA;005_ZW Parque Barrio Obrero;9;MR76;193;13707050;358,230,979
17-nov-25;URBANA;005_ZW Parque Barrio Obrero;9;MR76;155;9003034;235,292,472
17-nov-25;URBANA;006_ZW Parque Vallado;15;MR76;77;1521868;0,39773712
17-nov-25;URBANA;006_ZW Parque Vallado;15;MR76;95;643422;0,16815704
17-nov-25;URBANA;008_ZW Parque Alfonso Lopez;7;MR76;35;6825684;17,838,787
17-nov-25;URBANA;009_ZW Polideportivo Los Almendros;5;MR76;29;920206;0,24049398
17-nov-25;URBANA;009_ZW Polideportivo Los Almendros;5;MR76;32;986084;0,25771106
17-nov-25;URBANA;012_ZW Polideportivo Los Naranjos;14;MR76;20;3919573;102,437,247
17-nov-25;URBANA;013_ZW Parque Llano Verde;15;MR76;28;3351367;0,87587298
17-nov-25;URBANA;014_ZW Centro Cultural Alto Jordan;18;MR76;25;14211187;371,406,497
17-nov-25;URBANA;015_ZW Centro Cultural Comuna 13;13;MR76;33;5890618;15,395,011
17-nov-25;URBANA;016_ZW Conjunto Habitacional Ramali;6;MR76;69;16495562;431,108,175
17-nov-25;URBANA;018_ZW Parque Las Banderas;19;MR76;55;210873;0,05511123
17-nov-25;URBANA;020_ZW Parque Petecuy1;6;MR76;18;1018373;0,26614972
17-nov-25;URBANA;021_ZW Parque Alfonso Barberena;12;MR76;126;8125380;212,355,162
17-nov-25;URBANA;021_ZW Parque Alfonso Barberena;12;MR76;115;7844246;205,007,782
17-nov-25;URBANA;022_ZW Polideportivo Los Farallones;18;MR76;4;359382;0,09392376
17-nov-25;URBANA;023_ZW Parque Los Guerreros;21;MR76;49;3043479;0,79540708
17-nov-25;URBANA;025_ZW Parque San Marino;7;MR76;46;4176377;109,148,768
17-nov-25;URBANA;026_ZW Parque La Flora;2;MR76;83;7813364;204,200,687
17-nov-25;URBANA;026_ZW Parque La Flora;2;MR76;66;2795773;0,73066962
17-nov-25;URBANA;027_ZW Parque Alfonso Bonilla Arag�n;14;MR76;48;3176594;0,83019641
17-nov-25;URBANA;027_ZW Parque Alfonso Bonilla Arag�n;14;MR76;41;5620387;146,887,677
17-nov-25;URBANA;028_ZW Parque Yo Amo a Silo�;20;MR76;36;18927437;494,664,737
